time_stamp	time	cpu_freq	cpu	cpu_user_time	cpu_system_time	cpu_idle_time	memory	net_sent	net_recv	net_upload_rate	net_download_rate	temp	wifi_freq	bit_rate	link_quality	link_quality_max	signal_level	gpu	gpu_mem	state	net
12-5-2022 18:21:11	1652394071.819329	1500.0	16.9	1053392.48	158965.14	11520266.15	15.4	613178790	18301006468	0.0	0.0	38.459	5.745	433.3	61	70	-49	0	0	"stream"	
12-5-2022 18:21:17	1652394077.877876	1500.0	46.4	1053397.6	158966.46	11520281.41	19.6	613312004	18301046891	0.00021987780165963385	6.672061777656538e-05	41.381	5.745	433.3	62	70	-48	0	0	"stream"	
12-5-2022 18:21:22	1652394082.8790135	1500.0	92.1	1053406.72	158969.1	11520284.87	23.5	613536430	18304455317	0.00044874990984059097	0.006815301525662473	42.355	5.745	433.3	64	70	-46	0	0	"stream"	
12-5-2022 18:21:27	1652394087.8830273	1500.0	67.9	1053419.25	158971.24	11520287.6	27.5	613667458	18305154482	0.00026184580188013784	0.0013972083834869384	43.816	5.745	433.3	65	70	-45	0	0	"stream"	
12-5-2022 18:21:32	1652394092.8870196	1500.0	72.2	1053429.1	158973.04	11520291.95	27.3	613751583	18305340674	0.00016811576564332498	0.00037208690207027594	42.355	5.745	433.3	62	70	-48	0	0	"stream"	
12-5-2022 18:21:37	1652394097.8909824	1500.0	28.9	1053437.05	158975.27	11520299.94	26.8	613904985	18307408952	0.0003065610347328999	0.004133280164504326	43.816	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:21:42	1652394102.895042	1500.0	47.1	1053443.78	158976.8	11520311.15	27.9	614087908	18307585553	0.00036554920671354716	0.0003529154641833949	43.329	5.745	24	61	70	-49	0	0	"stream"	
12-5-2022 18:21:47	1652394107.8990161	1500.0	52.3	1053453.06	158978.37	11520319.57	28.7	614196073	18308237002	0.00021615818885564639	0.0013018632272160308	43.816	5.745	390	63	70	-47	0	0	"stream"	
12-5-2022 18:21:52	1652394112.9029462	1500.0	10.2	1053459.17	158979.32	11520332.14	28.9	614289359	18309712590	0.00018642546615866854	0.002948858143324158	41.868	5.745	433.3	62	70	-48	0	0	"stream"	
12-5-2022 18:21:57	1652394117.9060378	1500.0	10.5	1053460.45	158979.58	11520346.27	27.6	614299519	18309714166	2.030744360822354e-05	3.15005227623625e-06	42.355	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:22:2	1652394122.9100485	1500.0	12.2	1053460.87	158980.03	11520362.82	27.1	614324475	18309716610	4.987199590324953e-05	4.884082304357343e-06	40.894	5.745	433.3	64	70	-46	0	0	"stream"	
12-5-2022 18:22:7	1652394127.9141004	700.0	0.5	1053461.11	158980.16	11520381.51	27.1	614325105	18309717175	1.2589797420160501e-06	1.12908500672868e-06	40.407	5.745	390	67	70	-43	0	0	"stream"	
12-5-2022 18:22:12	1652394132.9156384	1500.0	0.3	1053461.49	158980.34	11520398.83	27.0	614345473	18309736982	4.0723473148094255e-05	3.9601818177744646e-05	40.894	5.745	433.3	67	70	-43	0	0	"stream"	
12-5-2022 18:22:17	1652394137.9196947	600.0	2.3	1053462.27	158980.74	11520414.01	26.9	614361424	18310318745	3.187614070216341e-05	0.0011625828627241362	40.894	5.745	433.3	67	70	-43	0	0	"stream"	
12-5-2022 18:22:22	1652394142.9236798	1500.0	0.3	1053462.41	158980.88	11520427.82	26.9	614367301	18310320604	1.174463913139909e-05	3.715038990177116e-06	40.407	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:22:27	1652394147.927698	1500.0	1.3	1053463.34	158981.36	11520439.27	27.4	614373088	18310329084	1.1564706443896341e-05	1.694638165616744e-05	41.381	5.745	390	66	70	-44	0	0	"stream"	
12-5-2022 18:22:32	1652394152.9317312	700.0	1.3	1053464.07	158981.75	11520457.78	27.2	614377323	18310330212	8.463173050951817e-06	2.2541816296277803e-06	39.433	5.745	433.3	67	70	-43	0	0	"stream"	
12-5-2022 18:22:37	1652394157.935739	1500.0	4.7	1053464.53	158981.95	11520477.02	27.1	614383071	18310337230	1.1486792609035593e-05	1.4024758268999963e-05	39.92	5.745	433.3	63	70	-47	0	0	"stream"	
12-5-2022 18:22:42	1652394162.9397573	700.0	1.0	1053464.77	158982.06	11520496.64	27.1	614385032	18310338685	3.918850571273411e-06	2.907663223458854e-06	39.92	5.745	24	65	70	-45	0	0	"stream"	
12-5-2022 18:22:47	1652394167.9437788	1500.0	0.5	1053465.4	158982.31	11520515.73	26.9	614395360	18310867822	2.0639400117788948e-05	0.001057423534094354	40.407	5.745	351	63	70	-47	0	0	"stream"	
12-5-2022 18:22:52	1652394172.9477959	1500.0	0.7	1053465.7	158982.4	11520535.3	26.9	614396530	18310868900	2.338121499579124e-06	2.1542692107233295e-06	40.407	5.745	390	65	70	-45	0	0	"stream"	
12-5-2022 18:22:57	1652394177.9518557	600.0	1.2	1053465.81	158982.51	11520555.07	26.9	614397967	18310870536	2.8716683250313455e-06	3.269345427801866e-06	40.407	5.745	390	65	70	-45	0	0	"stream"	
12-5-2022 18:23:2	1652394182.9558668	1500.0	0.5	1053465.91	158982.64	11520574.83	26.9	614399407	18310871569	2.8776914272035945e-06	2.0643439196536897e-06	39.433	5.745	433.3	64	70	-46	0	0	"stream"	
12-5-2022 18:23:7	1652394187.9599192	600.0	4.8	1053466.12	158982.83	11520593.22	26.9	614403982	18310877803	9.142590112488653e-06	1.2457903117214047e-05	39.92	5.745	433.3	61	70	-49	0	0	"stream"	
12-5-2022 18:23:12	1652394192.963937	600.0	1.0	1053466.24	158983.0	11520612.82	26.9	614405641	18310879180	3.3153359088546745e-06	2.751788756174133e-06	39.92	5.745	433.3	64	70	-46	0	0	"stream"	
12-5-2022 18:23:17	1652394197.9679341	1500.0	0.7	1053466.57	158983.14	11520632.32	26.9	614418501	18311411898	2.5699455405717998e-05	0.0010645849521635521	38.946	5.745	433.3	63	70	-47	0	0	"stream"	
12-5-2022 18:23:22	1652394202.9719944	600.0	1.2	1053466.72	158983.24	11520651.99	26.9	614420367	18311413160	3.728971874664996e-06	2.5219520395644292e-06	39.92	5.745	433.3	67	70	-43	0	0	"stream"	
12-5-2022 18:23:27	1652394207.9749658	1500.0	0.7	1053467.76	158983.42	11520670.75	26.9	614422245	18311414809	3.753769201967043e-06	3.296041221535492e-06	39.92	5.745	433.3	65	70	-45	0	0	"stream"	
12-5-2022 18:23:32	1652394212.9790325	600.0	1.7	1053467.88	158983.55	11520688.13	26.8	614424384	18311416134	4.274523354298865e-06	2.6478463975904607e-06	38.946	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:23:37	1652394217.9830148	1500.0	0.3	1053468.38	158983.76	11520707.38	26.9	614444519	18313044432	4.023795203624433e-05	0.003254004312128759	40.407	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:23:42	1652394222.9870377	1500.0	0.3	1053468.6	158983.86	11520727.0	26.9	614445845	18313045205	2.649868002757524e-06	1.544757138862418e-06	39.92	5.745	24	65	70	-45	0	0	"stream"	
12-5-2022 18:23:47	1652394227.9911344	600.0	1.0	1053470.32	158984.14	11520744.91	27.2	614454001	18313064979	1.6298645716221722e-05	3.951562290247282e-05	38.946	5.745	24	66	70	-44	0	0	"stream"	
12-5-2022 18:23:52	1652394232.9951427	1500.0	0.7	1053470.66	158984.24	11520764.43	27.2	614454181	18313065485	3.597116340641076e-07	1.011189371313547e-06	40.407	5.745	24	67	70	-43	0	0	"stream"	
12-5-2022 18:23:57	1652394237.9991925	600.0	0.5	1053470.79	158984.38	11520784.13	27.1	614454784	18313066324	1.2050239840796671e-06	1.6766419944325717e-06	38.946	5.745	24	66	70	-44	0	0	"stream"	
12-5-2022 18:24:3	1652394243.0032277	600.0	1.0	1053470.98	158984.5	11520803.78	27.1	614454964	18313066830	3.597096974073115e-07	1.011183927156109e-06	39.92	5.745	24	66	70	-44	0	0	"stream"	
12-5-2022 18:24:8	1652394248.0072258	1500.0	0.3	1053471.06	158984.61	11520823.56	27.1	614455363	18313067479	7.973624224442498e-07	1.2969629377601957e-06	38.459	5.745	390	66	70	-44	0	0	"stream"	
12-5-2022 18:24:13	1652394253.0113435	600.0	0.8	1053471.21	158984.72	11520843.3	27.1	614456982	18313068291	3.2353355541059987e-06	1.622663662714065e-06	39.92	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:24:18	1652394258.0153363	1500.0	0.5	1053471.32	158984.82	11520863.1	27.0	614458719	18313069513	3.471228018968884e-06	2.442049878629808e-06	38.946	5.745	433.3	65	70	-45	0	0	"stream"	
12-5-2022 18:24:23	1652394263.0193925	600.0	1.0	1053471.43	158984.97	11520882.85	27.0	614459337	18313069897	1.234998116352391e-06	7.673774703548838e-07	39.433	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:24:28	1652394268.0234358	700.0	1.0	1053471.56	158985.12	11520902.56	27.0	614459517	18313071045	3.597091147004983e-07	2.294144798200956e-06	39.433	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:24:33	1652394273.0274737	600.0	1.3	1053471.69	158985.27	11520922.26	27.0	614461209	18313072019	3.381269383512537e-06	1.946428120296224e-06	39.92	5.745	390	66	70	-44	0	0	"stream"	
12-5-2022 18:24:38	1652394278.0315332	1500.0	0.5	1053471.8	158985.37	11520942.04	27.0	614463095	18313073056	3.768939957587345e-06	2.072317463424219e-06	38.459	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:24:43	1652394283.035581	600.0	1.3	1053471.92	158985.49	11520961.78	27.0	614463941	18313073750	1.6906313086339004e-06	1.3868772200850198e-06	38.946	5.745	24	66	70	-44	0	0	"stream"	
12-5-2022 18:24:48	1652394288.039612	700.0	0.8	1053472.08	158985.66	11520981.44	27.0	614464693	18313074289	1.5027884690929911e-06	1.077131628778088e-06	37.972	5.745	433.3	66	70	-44	0	0	"stream"	
12-5-2022 18:24:53	1652394293.0436475	1500.0	0.0	1053472.15	158985.73	11521001.28	27.0	614464693	18313074490	0.0	4.016758096335479e-07	39.92	5.745	24	66	70	-44	0	0	"stream"	
12-5-2022 18:24:58	1652394298.0477035	600.0	0.8	1053472.24	158985.86	11521021.04	27.0	614464873	18313075350	3.597082063671723e-07	1.718605874865379e-06	38.946	5.745	390	66	70	-44	0	0	"stream"	
12-5-2022 18:25:3	1652394303.0518382	600.0	1.0	1053472.39	158986.0	11521040.74	27.0	614465296	18313075707	8.453009944036032e-07	7.134100591065871e-07	38.946	5.745	390	66	70	-44	0	0	"stream"	
12-5-2022 18:25:8	1652394308.05586	600.0	1.2	1053472.51	158986.15	11521060.46	27.0	614465695	18313076304	7.973586233798126e-07	1.1930403462600201e-06	37.485	5.745	390	66	70	-44	0	0	"stream"	
12-5-2022 18:25:13	1652394313.0598762	1500.0	0.3	1053472.6	158986.25	11521080.26	27.0	614465695	18313076706	0.0	8.033547196268028e-07	38.946	5.745	24	66	70	-44	0	0	"stream"	
