time_stamp	time	cpu_freq	cpu	cpu_user_time	cpu_system_time	cpu_idle_time	memory	net_sent	net_recv	net_upload_rate	net_download_rate	temp	wifi_freq	bit_rate	link_quality	link_quality_max	signal_level	gpu	gpu_mem	state	net
20-4-2022 15:29:24	1650482964.579922	1200.0	13.6	271689.6	13133.56	460969.62	24.5	62673147	1296728050	0.0	0.0	47.712	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:29:30	1650482970.6841855	1200.0	49.0	271695.08	13135.76	460982.83	34.1	62805735	1296778101	0.00021720556303393603	8.199351099203196e-05	50.147	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:29:35	1650482975.688222	1200.0	81.8	271707.34	13139.44	460985.75	42.9	62990820	1299159895	0.00036987140824596386	0.004759745527361954	51.121	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:29:40	1650482980.6921854	1200.0	76.6	271719.92	13141.58	460990.81	48.3	63042105	1299253271	0.0001024887577672423	0.00018660408004824057	52.582	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:29:45	1650482985.6961634	1200.0	29.7	271730.3	13144.02	460997.26	48.0	63122204	1299791491	0.0001600706473450207	0.001075584262151051	52.582	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:29:50	1650482990.700191	1200.0	87.3	271741.7	13147.22	461002.21	50.2	63294393	1301218176	0.00034410081955982096	0.0028510734004710122	54.043	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:29:55	1650482995.704164	1200.0	73.4	271755.57	13149.31	461005.92	50.0	63384346	1301298034	0.0001797631599341801	0.0001595891901995904	55.017	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:0	1650483000.7081544	1200.0	83.0	271769.68	13152.08	461008.8	51.8	63478237	1301355198	0.00018763225400946824	0.00011423682960238194	54.53	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:5	1650483005.7121441	1200.0	48.6	271780.47	13153.74	461015.8	51.7	63529382	1301503205	0.00010220844386579275	0.00029577798711984333	54.043	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:10	1650483010.7162313	1200.0	82.6	271794.63	13155.95	461018.97	52.6	63611538	1302579127	0.0001641777941853657	0.002150086429177504	54.53	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:15	1650483015.7201867	1200.0	46.9	271806.04	13157.73	461025.31	51.6	63630144	1302955452	3.7182585865997464e-05	0.0007520550696561053	55.017	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:20	1650483020.7242134	1200.0	43.8	271814.48	13159.28	461034.46	48.8	63637270	1302957010	1.4240531668693897e-05	3.1134926101354325e-06	55.504	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:25	1650483025.7282574	1200.0	43.5	271822.63	13161.14	461044.0	48.6	63687830	1303514844	0.00010103827910946585	0.0011147663644926775	55.017	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:30	1650483030.7321706	1200.0	45.6	271830.89	13163.07	461053.51	48.9	63702239	1305125094	2.8795463724798437e-05	0.003217981502037385	55.504	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:35	1650483035.7361817	1200.0	46.5	271838.62	13164.62	461063.74	49.0	63711385	1305130459	1.8277337356391718e-05	1.0721398963157837e-05	55.504	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:40	1650483040.740187	1200.0	43.8	271846.27	13166.16	461074.25	48.9	63718874	1305669910	1.4966011644858267e-05	0.0010780384494365651	55.017	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:45	1650483045.744142	1200.0	45.8	271853.8	13167.25	461085.06	48.9	63721951	1305672656	6.149135878796894e-06	5.487659123554199e-06	55.504	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:50	1650483050.748147	1200.0	49.0	271861.83	13168.4	461095.22	48.7	63723872	1305674473	3.838925055356985e-06	3.6310915281538996e-06	55.017	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:30:55	1650483055.7521536	1200.0	45.8	271869.56	13169.87	461105.6	48.7	63728893	1306212755	1.0033959538934146e-05	0.001075702013251653	55.017	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:0	1650483060.7561781	1200.0	44.4	271877.36	13171.24	461116.07	48.5	63730708	1306215004	3.6270805587848526e-06	4.494382466505308e-06	54.53	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:5	1650483065.76015	1200.0	45.1	271885.2	13172.55	461126.48	48.5	63732487	1306216998	3.555175899729081e-06	3.98483459474974e-06	55.504	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:10	1650483070.7641666	1200.0	45.9	271892.97	13173.9	461136.86	48.6	63736710	1306754575	8.43922054155047e-06	0.0010742909924378586	55.991	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:15	1650483075.7682788	1200.0	41.4	271900.31	13175.02	461147.71	48.6	63738081	1306756744	2.7397466988057613e-06	4.3344351493141475e-06	56.478	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:20	1650483080.7722826	1200.0	42.6	271907.63	13176.18	461158.55	48.6	63743315	1306760176	1.0459624428128168e-05	6.858508031588818e-06	55.991	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:25	1650483085.7762432	1200.0	45.3	271915.25	13177.39	461169.17	48.7	63747892	1307297663	9.146754655440513e-06	0.0010741231635326097	56.478	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:30	1650483090.7777326	1200.0	44.1	271923.0	13178.68	461179.83	48.7	63751271	1307300152	6.755987525269015e-06	4.9765175940794845e-06	56.478	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:35	1650483095.780178	1200.0	43.5	271930.32	13179.95	461190.86	48.7	63752312	1307301293	2.080982208513607e-06	2.2808844379577573e-06	55.991	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:40	1650483100.7842724	1200.0	44.7	271937.98	13181.28	461201.6	48.7	63754620	1307303191	4.612223177498475e-06	3.7928941035061115e-06	56.965	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:45	1650483105.7881682	1200.0	43.3	271945.41	13182.78	461212.33	48.7	63756611	1307304782	3.9788998325698765e-06	3.179522668819022e-06	56.965	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:50	1650483110.7922947	1200.0	49.9	271952.94	13184.06	461223.07	48.7	63757061	1307305548	8.992578337389777e-07	1.5307366680979043e-06	56.478	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:31:55	1650483115.7961998	1200.0	45.4	271960.54	13185.32	461233.82	48.7	63758129	1307306716	2.134333061160624e-06	2.3341769807449523e-06	55.991	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:0	1650483120.8001597	1200.0	44.6	271967.94	13186.68	461244.57	48.7	63758520	1307307762	7.813811626562806e-07	2.090344491402735e-06	56.965	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:5	1650483125.8041756	1200.0	44.1	271975.68	13188.11	461255.17	48.5	63759573	1307308915	2.1043098509250174e-06	2.3041493429406883e-06	57.452	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:10	1650483130.8051255	1200.0	45.3	271982.95	13189.72	461266.03	48.5	63761070	1307310432	2.9934313320909952e-06	3.033423734657341e-06	55.991	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:15	1650483135.809138	1200.0	45.0	271990.4	13191.03	461276.73	48.5	63761268	1307311213	3.956824581255792e-07	1.5607474737175624e-06	56.478	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:20	1650483140.812165	1200.0	43.0	271997.66	13192.26	461287.7	48.5	63764418	1307318248	6.296188335080043e-06	1.4061487281678762e-05	56.965	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:25	1650483145.816257	1200.0	44.7	272005.05	13193.49	461298.66	48.5	63765875	1307319255	2.911617145296825e-06	2.0123530990486635e-06	55.991	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:30	1650483150.8201828	1200.0	46.4	272012.56	13194.85	461309.37	48.5	63767351	1307320884	2.9496840258993883e-06	3.255443955413349e-06	56.478	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:35	1650483155.8217213	1200.0	44.1	272019.86	13196.01	461320.37	48.5	63767417	1307321380	1.3195939569566612e-07	9.916948525007635e-07	55.991	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:40	1650483160.8243136	1200.0	54.9	272028.27	13197.9	461329.04	49.4	63768618	1307322327	2.4007552923062685e-06	1.893018536064976e-06	57.452	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:45	1650483165.8281856	1200.0	45.4	272037.3	13200.17	461337.07	48.7	63769338	1307323455	1.4388857505517501e-06	2.254254342531075e-06	56.965	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:50	1650483170.832185	1200.0	43.6	272044.66	13201.79	461348.0	48.7	63770702	1307324539	2.7258196323236355e-06	2.1662672151311005e-06	57.939	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:32:55	1650483175.8348954	1200.0	43.8	272052.53	13203.24	461358.25	48.9	63788203	1308810824	3.498303679836636e-05	0.0029709595364756274	57.939	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:33:0	1650483180.8361652	1200.0	52.7	272060.23	13204.59	461368.69	49.1	63792978	1308814489	9.54757526465132e-06	7.3281389204077675e-06	57.452	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:33:5	1650483185.8402236	1200.0	43.7	272068.56	13205.97	461378.16	49.3	63819370	1310780769	5.274119144054885e-05	0.003929370639046771	58.426	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:33:10	1650483190.8451583	1200.0	46.0	272076.04	13207.08	461388.95	49.3	63847714	1310782773	5.663210651489995e-05	4.004048174423493e-06	57.452	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:33:15	1650483195.8491435	1200.0	45.6	272083.64	13208.48	461399.57	49.3	63848410	1310784976	1.3908914132131645e-06	4.402491067972128e-06	57.452	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:33:20	1650483200.853258	1200.0	44.5	272091.33	13209.85	461410.01	49.4	63854281	1311322137	1.1732345712187041e-05	0.0010734386910414076	57.939	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:33:25	1650483205.8561544	1200.0	42.1	272098.56	13211.16	461420.99	49.4	63854560	1311322936	5.576769324754408e-07	1.5970747994547568e-06	57.452	0	0	0	0	0	0	0	"stream"	
20-4-2022 15:33:30	1650483210.8602414	1200.0	46.1	272106.34	13212.51	461431.33	49.6	63864715	1312982773	2.029341228135457e-05	0.0033169627337121346	56.478	0	0	0	0	0	0	0	"stream"	
