time_stamp	time	cpu_freq	cpu	cpu_user_time	cpu_system_time	cpu_idle_time	memory	net_sent	net_recv	net_upload_rate	net_download_rate	temp	wifi_freq	bit_rate	link_quality	link_quality_max	signal_level	gpu	gpu_mem	state	net
9-4-2022 14:29:20	1649528960.096311	1500.0	26.6	210688.67	64469.9	1046599.37	12.0	189365410	10701843263	0.0	0.0	36.511	5.745	433.3	66	70	-44	0	0	"augmented_reality"	
9-4-2022 14:29:26	1649528966.1470015	1500.0	30.6	210692.41	64471.13	1046616.23	13.6	189366004	10701844138	9.817061516992674e-07	1.4461159642034665e-06	38.459	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:29:31	1649528971.1510096	1500.0	30.1	210697.7	64471.97	1046630.0	13.3	189366004	10701844540	0.0	8.033560210194893e-07	38.459	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:29:36	1649528976.1550326	1500.0	30.4	210702.98	64472.89	1046643.8	13.4	189366004	10701844849	0.0	6.175031476920054e-07	38.946	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:29:41	1649528981.1590543	1500.0	31.0	210708.21	64473.86	1046657.59	14.0	189366138	10701845651	2.6778461309177246e-07	1.6027108932806084e-06	38.946	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:29:46	1649528986.163077	1500.0	30.3	210713.41	64474.82	1046671.42	13.3	189366138	10701845852	0.0	4.016768239474075e-07	39.92	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:29:51	1649528991.1671085	1500.0	30.7	210718.61	64475.8	1046685.24	13.4	189366138	10701846254	0.0	8.033522699578896e-07	39.92	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:29:56	1649528996.1710083	1500.0	30.8	210723.64	64476.8	1046699.15	14.4	189366138	10701846656	0.0	8.033733988435323e-07	40.407	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:1	1649529001.1750104	1500.0	30.8	210728.94	64477.64	1046712.95	14.5	189366138	10701846857	0.0	4.0167848896428327e-07	40.407	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:6	1649529006.1789923	1500.0	30.8	210734.2	64478.58	1046726.7	13.9	189366138	10701847259	0.0	8.033602314364805e-07	39.92	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:11	1649529011.183001	1500.0	30.7	210739.38	64479.59	1046740.49	13.9	189366138	10701848015	0.0	1.5107887191046226e-06	39.92	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:16	1649529016.187003	1500.0	30.8	210744.67	64480.51	1046754.28	13.8	189366426	10701848804	5.755393548931179e-07	1.5767380243426042e-06	40.407	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:21	1649529021.191013	1500.0	30.7	210749.98	64481.4	1046768.08	13.6	189367451	10701849581	2.0483571354380577e-06	1.5527546285223128e-06	41.381	5.745	390	67	70	-43	0	0	"augmented_reality"	
9-4-2022 14:30:26	1649529026.1950362	1500.0	30.6	210755.21	64482.36	1046781.88	14.0	189367451	10701849983	0.0	8.033536096187255e-07	38.946	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:31	1649529031.1990473	1500.0	30.8	210760.45	64483.36	1046795.66	13.4	189367451	10701850184	0.0	4.0167776171383507e-07	39.92	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:36	1649529036.2030673	1500.0	30.9	210765.69	64484.25	1046809.52	13.4	189367451	10701850586	0.0	8.033541072081739e-07	40.407	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:41	1649529041.2070792	1500.0	30.6	210770.97	64485.18	1046823.31	13.4	189367451	10701851141	0.0	1.109110079035762e-06	39.92	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:46	1649529046.2111337	1500.0	30.6	210776.17	64486.19	1046837.09	13.9	189367451	10701851543	0.0	8.033485572069234e-07	39.433	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:51	1649529051.2152352	1500.0	30.9	210781.45	64487.11	1046850.88	12.7	189367451	10701851945	0.0	8.033410169832629e-07	40.407	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:30:56	1649529056.2189877	1500.0	28.6	210786.61	64488.07	1046864.74	14.4	189367451	10701852146	0.0	4.0169852766385546e-07	40.407	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:31:1	1649529061.2230005	1500.0	31.0	210791.8	64489.02	1046878.59	15.0	189367451	10701852548	0.0	8.033552554938689e-07	39.92	5.745	24	69	70	-41	0	0	"augmented_reality"	
9-4-2022 14:31:6	1649529066.2269702	1500.0	30.7	210797.17	64489.88	1046892.33	14.3	189367451	10701852749	0.0	4.016810917769391e-07	39.433	5.745	24	69	70	-41	0	0	"augmented_reality"	
